Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtscRxCode,DtcsPolarity,Mode,TStep,Comment,Distance
15,W0MOG,927.8,-,25,DTCS,88.5,88.5,116,116,NN,FM,5,"Teller | OPEN | On-Air | CCARC | 2012-11-10
    Please help us confirm this repeater!",8.9
16,,447.2,-,5,,88.5,88.5,23,23,NN,FM,5,El Paso | OPEN | Testing | GGARC | 2015-11-11,9.4
17,K0NR,447.725,-,5,TSQL,100,100,23,23,NN,FM,5,El Paso | OPEN | On-Air | K0NR | CCARC | 2016-12-10,10.4
18,KD0MDP,447.625,-,5,TSQL,100,100,23,23,NN,FM,5,El Paso | OPEN | On-Air | KD0MDP | 2015-06-02,11
19,KA0TTF,448.725,-,5,Tone,123,88.5,23,23,NN,FM,5,El Paso | OPEN | On-Air | KA0TTF | CCARC | 2016-04-19,12.9
20,N0XLF,145.19,-,0.6,TSQL,131.8,131.8,23,23,NN,FM,5,Douglas | OPEN | On-Air | N0OBA Owner | 2018-02-18,14.6
21,KA4EPS,449.325,-,5,TSQL,103.5,103.5,23,23,NN,FM,5,Teller | OPEN | On-Air | KA4EPS | CCARC | 2015-06-29,15
22,NX0G,448.65,-,5,Tone,107.2,88.5,23,23,NN,FM,5,Teller | OPEN | On-Air | Mountain ARC (MARC) | CCARC | 2016-11-17,15
23,KA0WUC,449.025,-,5,Tone,141.3,88.5,23,23,NN,FM,5,"Teller | OPEN | Mountain Amateur Radio Club (MARC) | CCARC | 2012-11-10
    Please help us confirm this repeater!",15
24,KA0WUC,927.9,-,25,DTCS,88.5,88.5,205,205,NN,FM,5,"Teller | OPEN | On-Air | MARC | CCARC | 2012-11-10
    Please help us confirm this repeater!",15
25,NX0G,146.82,-,0.6,Tone,107.2,88.5,23,23,NN,FM,5,Teller | OPEN | On-Air | Mountain ARC | CCARC | 2016-11-17,15
26,KA0WUC,145.415,-,0.6,Tone,179.9,88.5,23,23,NN,FM,5,"Teller | OPEN | MARC | CCARC | 2012-11-12
    Please help us confirm this repeater!",15
27,KA0WUC,447.675,-,5,TSQL,179.9,179.9,23,23,NN,FM,5,"Teller | OPEN | On-Air | Mountain Amateur Radio Club (MARC) | CCARC | 2014-05-22
    Please help us confirm this repeater!",15
28,WA6IFI,53.13,-,1.7,TSQL,107.2,107.2,23,23,NN,FM,5,El Paso | OPEN | On-Air | Cheyenne Mountain Repeater Group (CMRG) | CCARC | 2017-03-09,15.4
29,KC0CVU,446.9125,-,5,,88.5,88.5,23,23,NN,DIG,5,"El Paso | OPEN | On-Air | Cheyenne Mountain Repeater Group (CMRG) | 2012-10-17
    Please help us confirm this repeater!",15.4
30,KC0CVU,145.375,-,0.6,,88.5,88.5,23,23,NN,DIG,5,El Paso | OPEN | On-Air | Cheyenne Mountain Repeater Group (CMRG) | CCARC | 2017-03-09,15.4
31,N0SZ,445.0625,-,5,,88.5,88.5,23,23,NN,DIG,5,El Paso | OPEN | Off-Air | Rocky Mountain Ham Radio | CCARC | 2017-03-11,15.4
32,KC0CVU,927.85,-,25,DTCS,88.5,88.5,114,114,NN,FM,5,Teller | OPEN | On-Air | CMRG | CCARC | 2017-03-09,15.4
33,KB0VJJ,145.13,-,0.6,TSQL,88.5,123,23,23,NN,FM,5,El Paso | OPEN | On-Air | Colorado Connection | CCARC | 2016-04-03,15.4
34,KC0CVU,147.345,+,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,El Paso | OPEN | On-Air | CCARC | 2018-01-15,16.2
35,KC0CVU,448,-,5,Tone,107.2,88.5,23,23,NN,FM,5,El Paso | OPEN | On-Air | CCARC | 2018-01-15,16.2
36,KC0CVU,146.76,-,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,El Paso | OPEN | On-Air | Cheyenne Mountain Repeater Group | CCARC | 2018-01-15,16.2
37,W0CRA,145.16,-,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,El Paso | OPEN | On-Air | Colorado Repeater Association | CCARC | 2017-11-13,16.2
38,KC0CVU,448.1,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,El Paso | OPEN | On-Air | CCARC | 2018-01-15,16.2
39,KB0SRJ,146.97,-,0.6,TSQL,100,123,23,23,NN,FM,5,El Paso | OPEN | On-Air | Pikes Peak FM Assoc | CCARC | 2017-08-28,16.3
40,KB0SRJ,448.45,-,5,Tone,100,88.5,23,23,NN,FM,5,"El Paso | OPEN | On-Air | Pikes Pk FM Assoc | CCARC | 2015-03-14
    Please help us confirm this repeater!",16.3
41,AA0SP,147.18,+,0.6,Tone,100,88.5,23,23,NN,FM,5,El Paso | PRIVATE | On-Air | AA0SP | CCARC | 2017-03-09,17.2
42,K7PFJ,446.95,-,5,,88.5,88.5,23,23,NN,DIG,5,Teller | OPEN | On-Air | Rocky Mountain Ham Radio | 2017-03-11,17.2
43,WA6IFI,927.725,-,25,DTCS,88.5,88.5,114,114,NN,FM,5,Teller | OPEN | On-Air | WA6IFI | CCARC | 2017-03-11,17.2
44,KB0SRJ,448.8,-,5,TSQL,100,100,23,23,NN,FM,5,El Paso | OPEN | Off-Air | Pikes Peak FM Assoc | CCARC | 2016-11-23,19
45,KB0SRJ,145.265,-,0.6,TSQL,100,100,23,23,NN,FM,5,El Paso | OPEN | Off-Air | Pikes Peak FM Association | CCARC | 2016-11-23,19
46,K0JSC,449.975,-,5,TSQL,100,100,23,23,NN,FM,5,Douglas | OPEN | On-Air | K0JSC | CCARC | 2017-04-21,20.2
47,W0CRA,147.225,+,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,Douglas | OPEN | On-Air | Colorado Repeater Association (CRA) | CCARC | 2017-11-13,20.2
48,W0CRA,448.425,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,Douglas | OPEN | On-Air | Colorado Repeater Association (CRA) | 2017-11-14,20.2
49,N0SZ,446.875,-,5,,88.5,88.5,23,23,NN,DIG,5,Douglas | OPEN | On-Air | W0VG | CCARC | 2018-01-27,24.5
50,WB0WDF,447.4,-,5,Tone,67,88.5,23,23,NN,FM,5,"Teller | OPEN | On-Air | WB0WDF | CCARC | 2012-06-15
    Please help us confirm this repeater!",25.9
51,WB0WDF,1287.7,-,20,Tone,67,88.5,23,23,NN,FM,5,"Teller | OPEN | Testing | WB0WDF | CCARC | 2012-06-18
    Please help us confirm this repeater!",25.9
52,WB0WDF,145.46,-,0.6,Tone,67,88.5,23,23,NN,FM,5,"Teller | OPEN | On-Air | WB0WDF | CCARC | 2012-06-15
    Please help us confirm this repeater!",25.9
53,NX0G,147.015,+,0.6,Tone,107.2,88.5,23,23,NN,FM,5,Teller | OPEN | On-Air | Mountain ARC | CCARC | 2016-11-17,25.9
54,WB0WDF,224.94,-,1.6,Tone,67,88.5,23,23,NN,FM,5,"Teller | OPEN | Testing | CCARC | 2012-06-18
    Please help us confirm this repeater!",25.9
55,N0ESQ,447.525,-,5,TSQL,146.2,146.2,23,23,NN,FM,5,Douglas | OPEN | On-Air | EmComm Colorado | CCARC | 2015-06-17,27.7
56,N0ESQ,446.925,-,5,,88.5,88.5,23,23,NN,DIG,5,"Douglas | OPEN | On-Air | CCARC | 2012-06-14
    Please help us confirm this repeater!",27.7
57,K0PRA,446.85,-,5,,88.5,88.5,23,23,NN,DIG,5,Douglas | OPEN | On-Air | Parker Radio Association | CCARC | 2018-03-18,30.6
58,,449.7,-,5,Tone,107.2,88.5,23,23,NN,FM,5,"Park | OPEN | CMRG | CCARC | 2012-11-12
    Please help us confirm this repeater!",31
59,W9SL,449.95,-,5,TSQL,77,77,23,23,NN,FM,5,Douglas | OPEN | On-Air | W9SL Owner | CCARC | 2017-01-22,36
60,N0ESQ,447.525,-,5,TSQL,203.5,146.2,23,23,NN,FM,5,Douglas | OPEN | On-Air | EmComm Colorado | CCARC | 2017-03-11,37.1
61,KC0CVU,147.36,+,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,Park | OPEN | On-Air | CCARC | 2018-01-15,39.7
62,NX0G,146.685,-,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,Park | OPEN | On-Air | Mountain ARC (MARC) | CCARC | 2016-11-17,39.8
63,ND0Q,224.26,-,1.6,Tone,88.5,88.5,23,23,NN,FM,5,"Pueblo | OPEN | Off-Air | Pueblo Ham Club | CCARC | 2013-05-07
    Please help us confirm this repeater!",41
64,ND0Q,146.79,-,0.6,Tone,88.5,88.5,23,23,NN,FM,5,"Pueblo | OPEN | On-Air | Pueblo HC | CCARC | 2015-04-15
    Please help us confirm this repeater!",41
65,ND0Q,447.95,-,5,Tone,88.5,88.5,23,23,NN,FM,5,Pueblo | OPEN | On-Air | Pueblo Ham Club | CCARC | 2015-08-06,41
66,WQ8M,448.7,-,5,Tone,146.2,88.5,23,23,NN,FM,5,Douglas | OPEN | On-Air | 2016-11-25,41.4
67,WA0DE,147.105,+,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,Elbert | OPEN | On-Air | ARES of Douglas and Elbert Counties | CCARC | 2017-07-19,41.4
68,KI0HC,927.8375,-,25.8,,88.5,88.5,23,23,NN,FM,5,Douglas | OPEN | On-Air | CCARC | 2018-02-21,41.7
69,N0OWY,447.5,-,5,TSQL,88.5,88.5,23,23,NN,FM,5,"Jefferson | OPEN | On-Air | Aurora Repeater Association | CCARC | 2014-04-28
    Please help us confirm this repeater!",41.8
70,WB0TUB,449.6,-,5,Tone,100,88.5,23,23,NN,FM,5,"Jefferson | OPEN | On-Air | Denver Radio League | CCARC | 2014-03-04
    Please help us confirm this repeater!",42
71,WB0TUB,146.88,-,0.6,Tone,100,88.5,23,23,NN,FM,5,"Jefferson | OPEN | On-Air | Denver Radio League | CCARC | 2014-03-04
    Please help us confirm this repeater!",42
72,WB0WDF,449,-,5,TSQL,67,67,23,23,NN,FM,5,"Fremont | OPEN | On-Air | WB0WDF | CCARC | 2012-06-14
    Please help us confirm this repeater!",42.2
73,AB0BX,447.225,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,Douglas | OPEN | Off-Air | CCARC | 2016-11-26,42.9
74,K0JSC,447.975,-,5,TSQL,100,100,23,23,NN,FM,5,Fremont | OPEN | On-Air | K0JSC | CCARC | 2017-03-11,43.8
75,KB0TUC,927.7,-,25,DTCS,88.5,88.5,114,114,NN,FM,5,Fremont | OPEN | On-Air | Royal Gorge ARC | CCARC | 2017-03-11,44.2
76,WD0EKR,223.96,-,1.6,TSQL,103.5,103.5,23,23,NN,FM,5,Fremont | OPEN | On-Air | RGARC | CCARC | 2017-10-04,44.3
77,K0JSC,447.25,-,5,TSQL,100,100,23,23,NN,FM,5,"Fremont | OPEN | On-Air | CCARC | 2013-01-27
    Please help us confirm this repeater!",44.3
78,K0JSC,446.7375,-,5,,88.5,88.5,23,23,NN,DIG,5,Fremont | OPEN | On-Air | CCARC | 2017-03-11,44.3
79,WD0EKR,145.49,-,0.6,TSQL,103.5,103.5,23,23,NN,FM,5,Fremont | OPEN | On-Air | Royal Gorge Amateur Radio Club | CCARC | 2017-03-11,44.3
80,WD0EKR,447.75,-,5,TSQL,103.5,103.5,23,23,NN,FM,5,Fremont | OPEN | On-Air | RGARC | CCARC | 2017-03-11,44.3
81,WB0WDF,53.03,-,1.7,TSQL,88.5,88.5,23,23,NN,FM,5,"Fremont | OPEN | On-Air | WB0WDF | CCARC | 2012-07-10
    Please help us confirm this repeater!",44.3
82,KB0UDD,145.4,-,0.8,Tone,100,88.5,23,23,NN,FM,5,Arapahoe | OPEN | On-Air | Castle Rock Repeater Group | CCARC | 2015-07-30,44.9
83,K0JSC,448.975,-,5,TSQL,100,100,23,23,NN,FM,5,Pueblo | OPEN | On-Air | CCARC | 2017-03-11,45.3
84,K0PWO,449.425,-,5,DTCS,88.5,88.5,23,23,NN,FM,5,Arapahoe | OPEN | Off-Air | K0PWO | 2017-05-28,45.8
85,NE0Z,147,+,0.6,,88.5,88.5,23,23,NN,FM,5,"Pueblo | PRIVATE | On-Air | Carl Higbee | CCARC | 2014-02-26
    Please help us confirm this repeater!",45.8
86,N0OBA,145.19,-,0.6,TSQL,151.4,131.8,23,23,NN,FM,5,Arapahoe | OPEN | On-Air | N0OBA | 2018-02-01,46.3
87,W0CRA,447.15,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,Jefferson | OPEN | Off-Air | Colorado Repeater Association (CRA) | CCARC | 2017-10-07,47.9
88,W0CRA,224.98,-,1.6,TSQL,107.2,107.2,23,23,NN,FM,5,Jefferson | OPEN | Off-Air | Colorado Repeater Association | CCARC | 2017-03-11,47.9
89,W0CRA,1287.9,-,20,,88.5,88.5,23,23,NN,FM,5,Jefferson | OPEN | Off-Air | Colorado Repeater Association (CRA) | CCARC | 2017-10-07,47.9
90,AB0PC,146.895,-,0.6,TSQL,100,100,23,23,NN,FM,5,Park | OPEN | On-Air | AB0RR | CCARC | 2017-07-05,48.2
91,N0ARA,147.12,+,0.6,TSQL,88.5,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Aurora Repeater Association | CCARC | 2016-01-17,49.1
92,K0ST,146.655,-,0.6,Tone,123,88.5,23,23,NN,FM,5,"Pueblo | OPEN | On-Air | K0ST | CCARC | 2013-05-07
    Please help us confirm this repeater!",49.5
93,N0PWZ,449.725,-,5,Tone,100,88.5,23,23,NN,FM,5,"El Paso | OPEN | On-Air | N0PWZ | CCARC | 2012-11-10
    Please help us confirm this repeater!",49.5
94,W0CRA,53.05,-,1.7,TSQL,107.2,107.2,23,23,NN,FM,5,Jefferson | OPEN | Off-Air | Colorado Repeater Association (CRA) | CCARC | 2017-10-07,49.5
95,ND0Q,146.88,-,0.6,Tone,88.5,88.5,23,23,NN,FM,5,Pueblo | OPEN | On-Air | Pueblo HC | CCARC | 2017-10-24,49.5
96,ND0Q,145.115,-,0.6,Tone,88.5,88.5,23,23,NN,FM,5,"Pueblo | OPEN | Off-Air | Pueblo Ham Club | CCARC | 2012-11-12
    Please help us confirm this repeater!",49.5
97,KF0KR,447.7,-,5,TSQL,210.7,210.7,23,23,NN,DIG,5,Pueblo | PRIVATE | Off-Air | CCARC | 2017-01-02,49.5
98,WR0AEN,449.15,-,5,,88.5,88.5,23,23,NN,DIG,5,"Arapahoe | OPEN | On-Air | Colorado Amateur Repeater Network (CARN) | CCARC | 2012-11-12
    Please help us confirm this repeater!",51
99,K0JSC,446.9875,-,5,,88.5,88.5,23,23,NN,DIG,5,Pueblo | OPEN | Off-Air | CCARC | 2017-01-02,51.1
100,K0JSC,447.275,-,5,TSQL,100,100,23,23,NN,FM,5,Pueblo | OPEN | On-Air | CCARC | 2017-01-06,51.1
101,KJ0T,147.24,+,0.6,Tone,103.5,88.5,23,23,NN,FM,5,"Pueblo | OPEN | Off-Air | TARA | CCARC | 2012-06-13
    Please help us confirm this repeater!",51.1
102,W0BG,448.275,-,5,Tone,156.7,88.5,23,23,NN,FM,5,"Arapahoe | OPEN | On-Air | W0BG | CCARC | 2013-01-05
    Please help us confirm this repeater!",53.3
103,WN7ANT,448.825,-,5,,88.5,88.5,23,23,NN,FM,5,Arapahoe | OPEN | On-Air | 2017-12-13,53.3
104,N0ZUQ,448.4,-,5,Tone,94.8,88.5,23,23,NN,FM,5,"Arapahoe | OPEN | On-Air | CCARC | 2012-11-12
    Please help us confirm this repeater!",53.3
105,KB0UDD,448.5,-,5,Tone,100,88.5,23,23,NN,FM,5,Denver | OPEN | On-Air | Castle Rock Repeater Group | CCARC | 2017-03-11,53.3
106,W0TX,449.775,-,5,TSQL,100,100,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Denver Radio Club | CCARC | 2015-06-02,53.6
107,W0TX,147.33,+,0.6,Tone,100,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Denver Radio Club | CCARC | 2017-03-31,53.6
108,W0TX,224.38,-,1.6,TSQL,100,100,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Denver Radio Club | CCARC | 2017-03-11,53.6
109,N6LXX,53.17,-,1.7,Tone,107.2,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | N6LXX | CCARC | 2017-03-09,54.6
110,N6LXX,447.875,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,Jefferson | OPEN | On-Air | N6LXX | CCARC | 2017-03-09,54.6
111,N0SZ,145.175,-,0.6,DTCS,88.5,88.5,73,73,NN,DIG,5,Clear Creek | OPEN | Off-Air | Rocky Mountain Ham Radio | CCARC | 2017-10-07,54.7
112,KE4GUQ,145.34,-,0.6,TSQL,103.5,127.3,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Rocky Mtn Radio League | CCARC | 2016-12-23,54.7
113,N0ELY,448.75,-,5,TSQL,100,100,23,23,NN,FM,5,"Jefferson | OPEN | On-Air | CCARC | 2012-11-16
    Please help us confirm this repeater!",54.7
114,WB0TPT,447.9,-,5,,88.5,88.5,23,23,NN,FM,5,Denver | OPEN | Off-Air | WB0TPT | CCARC | 2017-03-11,54.9
115,WR0AEN,449.65,-,5,,88.5,88.5,23,23,NN,DIG,5,"Denver | OPEN | On-Air | Colorado Amateur Repeater Network (CARN) | CCARC | 2012-11-16
    Please help us confirm this repeater!",54.9
116,K0FEZ,447.925,-,5,TSQL,100,100,23,23,NN,FM,5,"Denver | OPEN | On-Air | RADOPS El Jebel Shriners | CCARC | 2014-07-03
    Please help us confirm this repeater!",54.9
117,WR0AEN,449.675,-,5,,88.5,88.5,23,23,NN,DIG,5,"Denver | OPEN | On-Air | Colorado Amateur Repeater Network (CARN) | CCARC | 2012-11-16
    Please help us confirm this repeater!",54.9
118,KE0SJ,145.475,-,0.6,Tone,100,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Intermountain Repeater Group | CCARC | 2015-05-22,55
119,N5EHP,448.075,-,5,Tone,123,88.5,23,23,NN,FM,5,Denver | OPEN | On-Air | W0IG | CCARC | 2017-03-11,55
120,N0JXN,146.715,-,0.6,TSQL,123,123,23,23,NN,FM,5,Denver | OPEN | On-Air | EARS | CCARC | 2017-04-09,55
121,W0KIZ,448.55,-,5,Tone,82.5,88.5,23,23,NN,FM,5,Denver | OPEN | Off-Air | HPRA | CCARC | 2017-03-11,55
122,W0TX,53.09,-,1.7,Tone,107.2,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Denver Radio Club | CCARC | 2017-03-11,55.5
123,W0TX,447.825,-,5,DTCS,88.5,88.5,73,73,NN,FM,5,Jefferson | OPEN | On-Air | Denver Radio Club | CCARC | 2017-03-11,55.6
124,W0JRL,447.175,-,5,TSQL,100,100,23,23,NN,FM,5,Denver | OPEN | On-Air | W0JRL | CCARC | 2015-05-15,56.1
125,KD0SSP,147.21,+,0.6,TSQL,100,100,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Denver Water Amateur Radio Club | 2017-05-08,57.7
126,K0GUR,448.15,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,Denver | OPEN | On-Air | K0GUR | CCARC | 2017-01-13,58
127,WA2YZT,446.8375,-,5,,88.5,88.5,23,23,NN,DIG,5,Jefferson | OPEN | On-Air | WA2YZT | CCARC | 2017-02-23,58.5
128,W0CDS,1283.9625,-,20,,88.5,88.5,23,23,NN,DIG,5,"Jefferson | OPEN | On-Air | Colorado D-Star | CCARC | 2014-01-03
    Please help us confirm this repeater!",58.6
129,W0CDS,446.9625,-,5,,88.5,88.5,23,23,NN,DIG,5,Jefferson | OPEN | On-Air | Colorado D-Star | CCARC | 2017-03-11,58.6
130,W0CDS,145.25,-,0.6,,88.5,88.5,23,23,NN,DIG,5,"Jefferson | OPEN | On-Air | Colorado D-Star | CCARC | 2014-01-03
    Please help us confirm this repeater!",58.6
131,N1FSX,449.9,-,5,Tone,107.2,88.5,23,23,NN,FM,5,"Lincoln | OPEN | On-Air | CCARC | 2012-07-20
    Please help us confirm this repeater!",58.6
132,W0CDS,1299.9,,0,,88.5,88.5,23,23,NN,DIG,5,"Jefferson | OPEN | On-Air | Colorado D-Star | 2014-01-03
    Please help us confirm this repeater!",58.6
133,N0SZ,145.37,-,0.6,,88.5,88.5,23,23,NN,DIG,5,Jefferson | OPEN | On-Air | Rocky Mountain Ham Radio | CCARC | 2017-03-11,58.6
134,N0SZ,446.7625,-,5,,88.5,88.5,23,23,NN,DIG,5,Park | OPEN | On-Air | K7PFJ | 2017-03-11,58.8
135,W0KU,449.625,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Rocky Mountain Ham Radio | CCARC | 2017-03-11,58.8
136,K0UPS,449.25,-,5,TSQL,123,123,23,23,NN,FM,5,"Elbert | OPEN | On-Air | K0UPS Club c/o N1UPS | CCARC | 2014-09-02
    Please help us confirm this repeater!",59.7
137,W0GV,448.975,-,5,Tone,123,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | FRG | CCARC | 2016-08-12,59.9
138,N0PYY,927.7875,-,25,Tone,156.7,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | N0PYY | 2017-12-24,59.9
139,N0PYY,448.125,-,5,Tone,107.2,88.5,23,23,NN,FM,5,"Jefferson | OPEN | On-Air | Denver PD EEB | CCARC | 2014-04-28
    Please help us confirm this repeater!",59.9
140,KB0VGD,446.975,-,5,,88.5,88.5,23,23,NN,DIG,5,Jefferson | OPEN | On-Air | W0DMR | 2016-01-25,61.6
141,WR0AEN,449,-,5,TSQL,136.5,136.5,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | CARN | CCARC | 2017-03-11,61.9
142,WZ0N,448.575,-,5,TSQL,103.5,103.5,23,23,NN,FM,5,Park | OPEN | Off-Air | CCARC | 2017-11-22,62.1
143,N1UPS,449.3,-,5,Tone,100,88.5,23,23,NN,FM,5,Adams | OPEN | On-Air | N1UPS | CCARC | 2017-04-24,62.2
144,W0CFI,448.675,-,5,TSQL,100,100,23,23,NN,FM,5,"Denver | OPEN | On-Air | W0CFI | CCARC | 2015-04-03
    Please help us confirm this repeater!",62.4
145,N0PYY,147.3,+,0.6,TSQL,103.5,103.5,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Denver PD EEB | CCARC | 2017-03-11,62.4
146,W0CRA,145.145,-,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Colorado Repeater Assoc | CCARC | 2017-10-10,62.7
147,N0SZ,448.225,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Rocky Mountain Ham Radio | CCARC | 2016-05-24,62.7
148,W0TX,449.35,-,5,TSQL,100,100,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Denver Radio Club | CCARC | 2017-03-11,62.7
149,W0CRA,447.575,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Colorado Repeater Association (CRA) | CCARC | 2017-11-13,62.7
150,W0TX,145.49,-,0.6,TSQL,100,100,23,23,NN,FM,5,"Jefferson | OPEN | On-Air | KB0VIU, Denver Radio Club | CCARC | 2017-03-11",62.7
151,N0SZ,446.9375,-,5,,88.5,88.5,23,23,NN,DIG,5,Clear Creek | OPEN | On-Air | Rocky Mountain Ham Radio | CCARC | 2017-01-13,62.7
152,KB0UDD,146.67,-,0.6,TSQL,100,100,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Castle Rock Repeater Group | CCARC | 2016-09-08,62.7
153,W0WYX,146.94,-,0.6,TSQL,103.5,103.5,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Rocky Mtn Radio League | CCARC | 2017-03-11,62.7
154,K1DUN,449.45,-,5,TSQL,103.5,127.3,23,23,NN,FM,5,Clear Creek | OPEN | On-Air | Rocky Mountain Radio League | CCARC | 2016-12-23,62.7
155,W0TX,448.625,-,5,TSQL,100,100,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Denver Radio Club | CCARC | 2017-03-11,62.9
156,KE0SJ,145.28,-,0.6,Tone,100,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | CCARC | 2015-05-22,63
157,K0FEZ,146.985,-,0.6,TSQL,100,100,23,23,NN,FM,5,Denver | OPEN | On-Air | El Jebel RADOPS | CCARC | 2016-09-05,63
158,KE0SJ,449.525,-,5,,88.5,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | KE0SJ | CCARC | 2015-05-23,63
159,WB0TUB,146.64,-,0.6,Tone,100,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Denver Radio League | CCARC | 2017-03-11,63
160,AC0KQ,447.85,-,5,TSQL,141.3,141.3,23,23,NN,FM,5,"Clear Creek | OPEN | On-Air | AC0KQ | CCARC | 2014-09-21
    Please help us confirm this repeater!",63.3
161,N0POH,224.74,-,1.6,TSQL,88.5,88.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Aurora Repeater Assoc | CCARC | 2016-01-17,63.7
162,WT0C,145.22,-,0.6,TSQL,103.5,103.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Rocky Mtn Radio League | CCARC | 2016-12-23,63.7
163,KI0GO,449.75,-,5,TSQL,103.5,103.5,23,23,NN,FM,5,Jefferson | OPEN | On-Air | Rocky Mtn Radio League | CCARC | 2016-12-23,63.7
