Name,Location,Nets
K0JSC 447.975,"CO Fremont Canon City, Colorado","Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00."
KD0SSP 147.21,"CO Jefferson Lakewood, Moffat Treatment Plant",DVARC: Thu at 15:30. The net allows DWARC members the ability to test the radio capabilities as well as policies and procedures. This NET is a work in progress and has a good possibility to change times and locations.
KO7SLC 145.15,"UT Salt Lake Murray, Intermountain Med Ctr",146.7
KO7SLC 447.95,"UT Salt Lake Murray, Intermountain Med Ctr",146.7
KO7SLC 1298.75,"UT Salt Lake Murray, Intermountain Med Ctr",146.7
NX0G 146.82,CO Teller Woodland Park,MARC/PCRC: Tue at 19:30.
KA4EPS 449.325,"CO Teller Woodland Park, Paradise Pines","Sunday 1500 MST
Tuesday 1730 MST"
NX0G 448.65,CO Teller Woodland Park,MARC/PCRC: Tue at 19:30.
W0CRA 147.225,"CO Douglas Larkspur, Westcreek","CRA Net, Sunday 9AM"
KC7OZU 146.76,WY Carbon Rawlins,Sunday nite net 2030 local time.
KD7NX 146.74,"UT Salt Lake Salt Lake City,  U of U Hospital",MARA: Wed at 2100.
KB0SRJ 146.97,"CO El Paso Colorado Springs, Pikes Peak","Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN."
N7HRC 449.25,"UT Salt Lake Herriman, High School",Emergency Communications Net: Sun at 21:00.
