Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,IRLP,Last update,Downlink Tone,Sponsor,Affiliate,Notes,Coordination,Features,EchoLink,AllStar,Nets,Links,D-STAR Enabled,Node,Sources,YSF Digital Enabled,DG-ID,WIRES-X,Web links,Commands,Mixed-Mode,Grid,Feed,P25 Digital Enabled,NAC,Default Reflector,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Southern Colorado,Denver Regional,Colorado,Northern Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,On-air,Worldwide,North America,Local/Cluster,English,TAC 310,N. Colorado,DCI Bridge,Mountain Reg USA,Worldwide English,Location Photo
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,string,27.6,WNW,string,147.15,147.75,100,Jefferson,On-Air,"Denver metro, central front range",undefined,string,100,Aurora Repeater Assoc (ARA),undefined,undefined,CCARC,e-power,undefined,undefined,ARA: Wed at 20:00.,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",undefined,undefined,undefined,undefined,undefined,undefined,ARA Repeaters,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.925,-5,114.8,KD0RG,Brighton,CO,OPEN,string,28.1,N,string,449.925,444.925,114.8,Adams,On-Air,undefined,undefined,string,114.8,KD0RG,K0UPS Club,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,string,28.2,WNW,string,146.64,146.04,100,Jefferson,On-Air,"Wide area. 
   Repeater Coverage Map",undefined,string,undefined,Denver Radio League,undefined,8,CCARC,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,DRL Repeaters,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,string,28.2,WNW,string,145.28,144.68,100,Jefferson,On-Air,Wide area.,undefined,string,undefined,undefined,undefined,"PL is usually off, allowing use by older transceivers.",CCARC,"Closed autopatch, e-power, linked.",undefined,undefined,Sun at 19:30. Everyone welcome.,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",undefined,undefined,undefined,undefined,undefined,undefined,Intermountain Repeater Group,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,28.2,WNW,string,146.985,146.385,100,Denver,On-Air,undefined,3346,string,100,El Jebel RADOPS,undefined,undefined,CCARC,E-power.,undefined,undefined,RADOPS: Sun at 19:00.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,string,28.2,WNW,string,448.625,443.625,100,Jefferson,On-Air,Denver metro area.,undefined,string,100,Denver Radio Club,undefined,undefined,CCARC,E-power.,undefined,undefined,DRC: Sun at 20:30.,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",undefined,undefined,undefined,undefined,undefined,undefined,DRC Repeaters,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,string,28.2,WNW,string,449.525,444.525,CSQ,Jefferson,On-Air,undefined,undefined,string,undefined,KE0SJ,undefined,undefined,CCARC,E-power.,undefined,undefined,undefined,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",undefined,undefined,undefined,undefined,undefined,undefined,Intermountain Repeater Group,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,29,WNW,string,927.8375,902.025,undefined,Jefferson,On-Air,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,undefined,string,undefined,undefined,undefined,The offset is -25.8125,CCARC,undefined,undefined,45770,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,293,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,string,29,WNW,string,446.7875,441.7875,string,Jefferson,On-Air,undefined,undefined,string,undefined,Denver Radio Club,Brandmeister Network,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,http://www.w0tx.org/,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",undefined,undefined,undefined,undefined,undefined,undefined,string,1,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,29.2,SSW,string,147.225,147.825,107.2,Douglas,On-Air,Wide area,3990,string,107.2,Colorado Repeater Association (CRA),CRA VHF Link System,undefined,CCARC,Closed autopatch,347086,undefined,"CRA Net, Sunday 9AM","Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .
 


Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",undefined,undefined,undefined,undefined,undefined,undefined,Colorado Repeater Association,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,string,29.2,SSW,string,448.425,443.425,107.2,Douglas,On-Air,Wide area,undefined,string,107.2,Colorado Repeater Association (CRA),ARESDEC,undefined,undefined,undefined,undefined,undefined,undefined,"Full-time to  
        147.10500 (WA0DE) at Simla, CO .",undefined,undefined,undefined,undefined,undefined,undefined,http://www.w0cra.org,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,string,29.3,SSW,string,449.975,444.975,100,Douglas,On-Air,undefined,undefined,string,100,K0JSC,The Fun Machine,"Can be linked to Allstar, Echolink and others by a Sysop",CCARC,Simulcast and Voted with Cedarwood and Methodist.,undefined,undefined,undefined,Full-time to the  The Fun Machine System .,undefined,undefined,undefined,undefined,undefined,undefined,The Fun Machine,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,string,30.7,NNE,string,447.625,442.625,100,Adams,On-Air,Local/North Metro,undefined,string,undefined,Intermountain Repeater Group,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Intermountain Repeater Group,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,30.8,S,string,145.19,144.59,131.8,Douglas,On-Air,Wide area coverage at 8300' Pueblo to Ft. Collins+,undefined,string,131.8,N0OBA Owner,undefined,undefined,undefined,undefined,10079,undefined,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,31.2,N,string,447.3,442.3,107.2,Weld,On-Air,undefined,3887,string,undefined,undefined,undefined,undefined,CCARC,undefined,405804,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,31.4,WNW,string,447.85,442.85,141.3,Clear Creek,On-Air,Wide area at 9500',undefined,string,141.3,AC0KQ,Rocky Mountain Ham Radio,undefined,CCARC,AllStar node repeater providing wide area coverage along the Front Range,undefined,29571,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,string,32.7,WNW,string,449,444,136.5,Clear Creek,On-Air,undefined,undefined,string,136.5,CARN,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,string,33.1,WNW,string,147.3,147.9,103.5,Clear Creek,On-Air,Wide area.,undefined,string,103.5,Denver PD EEB,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,string,33.2,WNW,string,448.675,443.675,100,Denver,On-Air,Wide area.,undefined,string,100,W0CFI,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.875,-5,CC6,N0SZ,Westcreek,CO,OPEN,string,33.3,SSW,string,446.875,441.875,string,Douglas,On-Air,undefined,undefined,string,undefined,W0VG,RMHAM,undefined,CCARC,undefined,undefined,undefined,undefined,Full-time to the  Colorado TRBO System .,undefined,undefined,undefined,undefined,undefined,undefined,http://www.rmham.org,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,6,string,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,2,1,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,33.4,WNW,string,447.575,442.575,107.2,Clear Creek,On-Air,Wide area: Denver metro.,3291,string,107.2,Colorado Repeater Association (CRA),undefined,undefined,CCARC,undefined,347088,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,http://www.w0cra.org,Member-only IRLP and Echolink node,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,string,33.4,WNW,string,146.67,146.07,100,Clear Creek,On-Air,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",undefined,string,100,Castle Rock Repeater Group,undefined,undefined,CCARC,11,undefined,undefined,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,string,33.4,WNW,string,145.49,144.89,100,Jefferson,On-Air,undefined,undefined,string,100,"KB0VIU,  Denver Radio Club",undefined,undefined,CCARC,E-power.,undefined,undefined,DRC: Sun at 20:30.,"Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",undefined,undefined,undefined,undefined,undefined,undefined,DRC Repeaters,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,string,33.4,WNW,string,145.145,144.545,107.2,Clear Creek,On-Air,Wide area. Denver metro.,undefined,string,107.2,Colorado Repeater Assoc,undefined,undefined,CCARC,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,http://www.w0cra.org/info/squaw.html#145145,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,33.4,WNW,string,449.35,444.35,100,Clear Creek,On-Air,Wide area.,undefined,string,100,Denver Radio Club,undefined,undefined,CCARC,11,4140,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,DRC Repeaters,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,string,33.5,WNW,string,146.94,146.34,103.5,Clear Creek,On-Air,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",undefined,string,103.5,Rocky Mtn Radio League,undefined,undefined,CCARC,11,undefined,undefined,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.","Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",undefined,undefined,undefined,undefined,undefined,undefined,Repeater,Autopatch: 911* / Off 0*.,undefined,undefined,Listen Live,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.9375,-5,CC7,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,string,33.5,WNW,string,446.9375,441.9375,string,Clear Creek,On-Air,undefined,undefined,string,undefined,Rocky Mountain Ham Radio,undefined,See the website for programming information.,CCARC,undefined,undefined,undefined,undefined,Full-time to the  Colorado TRBO System .,undefined,undefined,undefined,undefined,undefined,undefined,Rocky Mountain Ham Radio,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,7,string,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,2,1,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,string,33.5,WNW,string,448.225,443.225,141.3,Clear Creek,On-Air,undefined,undefined,string,141.3,Rocky Mountain Ham Radio,undefined,undefined,CCARC,E-power(gen).,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,string,33.5,WNW,string,449.45,444.45,103.5,Clear Creek,On-Air,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",undefined,string,127.3,Rocky Mountain Radio League,undefined,undefined,CCARC,11,undefined,undefined,RMRL: Mon at 20:30.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Repeater,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,string,33.8,S,string,447.725,442.725,100,El Paso,On-Air,Local.,undefined,string,100,K0NR,undefined,undefined,CCARC,30,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,http://www.k0nr.com/wordpress/k0nr-repeater/,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,34,WSW,string,146.895,146.295,100,Park,On-Air,285,undefined,string,100,AB0RR,undefined,undefined,CCARC,25,undefined,45835,Wed at 19:30.,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",undefined,undefined,undefined,undefined,undefined,undefined,Park County Radio Club (PCRC),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,string,34.6,NW,string,448.9,443.9,100,Boulder,On-Air,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",undefined,string,undefined,Boulder ARC,undefined,undefined,CCARC,6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,34.7,NW,string,146.61,146.01,100,Boulder,Off-Air,undefined,7007,string,undefined,Boulder Amateur Radio Club,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,string,34.7,NW,string,146.7,146.1,100,Boulder,On-Air,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",undefined,string,undefined,Boulder Co ARC,undefined,undefined,CCARC,6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,BARC Repeaters,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,string,35,N,string,224.96,223.36,CSQ,Weld,On-Air,undefined,undefined,string,undefined,AC0KC,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,string,35.7,WNW,string,449.05,444.05,107.2,Denver,On-Air,Wide area.,undefined,string,107.2,WG0N,undefined,undefined,CCARC,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,string,36,NNW,string,146.76,146.16,100,Boulder,On-Air,Wide area.,undefined,string,undefined,Rocky Mtn VHF Soc,Boulder County ARES,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",CCARC,5,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Tone,single beep,single beep,double beep,double beep,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,string,36,NW,string,145.31,144.71,88.5,Gilpin,On-Air,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",undefined,string,123,Colorado Connection,undefined,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",CCARC,10,undefined,undefined,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",Full-time to the  Colorado Connection System .,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,string,36,NW,string,449.225,444.225,141.3,Gilpin,On-Air,Wide area.,undefined,string,141.3,Rocky Mountain Ham Radio (RMHR),undefined,"Emcomm Affiliated, Open repeater",CCARC,Emergency Power,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
