Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update,Op Status,Coverage,Features,EchoLink,Notes,Links,Downlink Tone,Affiliate,Nets,Web links,Grid,IRLP,AllStar,Commands,DMR Enabled,Color Code,Wide Network,D-STAR Enabled,Node,Sources,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Feed,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Worldwide,North America,Local/Cluster,YSF Digital Enabled,DG-ID,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English,DCI Bridge,N. Colorado,English,TAC 310,Location Photo,WIRES-X,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,116.2,ESE,string,927.8375,902.025,undefined,Jefferson,undefined,undefined,CCARC,string,On-Air,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,undefined,undefined,The offset is -25.8125,undefined,undefined,undefined,undefined,undefined,undefined,undefined,45770,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,293,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,string,116.2,ESE,string,446.7875,441.7875,string,Jefferson,undefined,Denver Radio Club,CCARC,string,On-Air,undefined,undefined,undefined,undefined,undefined,undefined,Brandmeister Network,undefined,http://www.w0tx.org/,undefined,undefined,undefined,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",string,1,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,string,116.4,ESE,string,147.12,147.72,88.5,Jefferson,undefined,Aurora Repeater Association,CCARC,string,On-Air,Denver metro and east.,E-power.,undefined,undefined,undefined,88.5,undefined,undefined,http://www.n0ara.org,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,116.5,ESE,string,146.985,146.385,100,Denver,undefined,El Jebel RADOPS,CCARC,string,On-Air,undefined,E-power.,undefined,undefined,undefined,100,undefined,RADOPS: Sun at 19:00.,undefined,undefined,3346,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,string,116.5,ESE,string,146.64,146.04,100,Jefferson,undefined,Denver Radio League,CCARC,string,On-Air,"Wide area. 
   Repeater Coverage Map",E-power.,undefined,8,undefined,undefined,undefined,undefined,DRL Repeaters,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,string,116.5,ESE,string,145.28,144.68,100,Jefferson,undefined,undefined,CCARC,string,On-Air,Wide area.,"Closed autopatch, e-power, linked.",undefined,"PL is usually off, allowing use by older transceivers.","Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",undefined,undefined,Sun at 19:30. Everyone welcome.,Intermountain Repeater Group,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,string,116.5,ESE,string,448.625,443.625,100,Jefferson,undefined,Denver Radio Club,CCARC,string,On-Air,Denver metro area.,E-power.,undefined,undefined,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",100,undefined,DRC: Sun at 20:30.,DRC Repeaters,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,string,116.5,ESE,string,449.525,444.525,CSQ,Jefferson,undefined,KE0SJ,CCARC,string,On-Air,undefined,E-power.,undefined,undefined,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",undefined,undefined,undefined,Intermountain Repeater Group,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,string,117.3,E,string,147.03,147.63,100,Boulder,undefined,KI0HG,CCARC,string,On-Air,undefined,undefined,undefined,undefined,undefined,undefined,Boulder County Amateur Radio Emergency Service,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,string,117.8,E,string,146.91,147.51,123,Boulder,undefined,undefined,undefined,string,On-Air,"East of Gold Hill, The Indian Peaks, Denver, Boulder",undefined,undefined,There is a MOU With BCARES for repeater use.,undefined,127.3,"Town of Gold Hill, Colorado","Summer Tue at 19:30P, Winter 19:00.",http://goldhilltown.com/,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,string,118.2,ESE,string,147.15,147.75,100,Jefferson,undefined,Aurora Repeater Assoc (ARA),CCARC,string,On-Air,"Denver metro, central front range",e-power,undefined,undefined,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",100,undefined,ARA: Wed at 20:00.,ARA Repeaters,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,118.2,ESE,string,145.34,144.74,103.5,Jefferson,undefined,Rocky Mtn Radio League,CCARC,string,On-Air,Wide area.,E-power.,undefined,undefined,undefined,127.3,undefined,undefined,Repeater,undefined,3350,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,string,118.2,ESE,string,224,222.4,103.5,Jefferson,undefined,Rocky Mountain Radio League,CCARC,string,On-Air,undefined,8,undefined,undefined,undefined,103.5,undefined,undefined,Repeater,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.175,-0.6,CC1 D073,N0SZ,"Evergreen, Lower Squaw Mountain",CO,OPEN,string,118.2,ESE,string,145.175,144.575,D073,Clear Creek,undefined,Rocky Mountain Ham Radio,CCARC,string,Off-Air,undefined,undefined,undefined,Please check the status of this repeater by going to the web link.  This repeater is capable of being remotely mode/frequency steered for Colorado EmComm/ARES use.,undefined,D073,undefined,undefined,Rocky Mountain Ham Radio,undefined,undefined,undefined,undefined,string,1,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Yes; analog capable.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,string,118.2,ESE,string,448.85,443.85,88.5,Jefferson,undefined,Aurora Repeater Assoc,CCARC,string,On-Air,"Denver metro, central front range",e-power.,undefined,undefined,undefined,88.5,undefined,ARA: Wed at 20:00.,ARA Repeaters,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,string,118.3,ESE,string,449.75,444.75,103.5,Jefferson,undefined,Rocky Mtn Radio League,CCARC,string,On-Air,undefined,8,undefined,undefined,undefined,103.5,undefined,undefined,Repeater,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,string,118.3,ESE,string,145.22,144.62,103.5,Jefferson,undefined,Rocky Mtn Radio League,CCARC,string,On-Air,Wide area.,8,undefined,Talk-Group of $FFFF.,undefined,103.5,undefined,undefined,Repeater,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,293,string,Yes; analog capable.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,string,118.3,ESE,string,224.74,223.14,88.5,Jefferson,undefined,Aurora Repeater Assoc,CCARC,string,On-Air,undefined,e-power,undefined,undefined,undefined,88.5,undefined,ARA: Wed at 2000.,ARA Repeaters,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.15,-5,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,string,118.9,ESE,string,447.15,442.15,107.2,Jefferson,undefined,Colorado Repeater Association (CRA),CCARC,string,Off-Air,Wide area: Denver.,"Closed autopatch, e-power.",undefined,undefined,undefined,107.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
224.98,-1.6,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,EI,118.9,ESE,string,224.98,223.38,107.2,Jefferson,undefined,Colorado Repeater Association,CCARC,string,Off-Air,Wide area. Denver.,"Closed autopatch, e-power.",347086,undefined,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",107.2,undefined,undefined,undefined,undefined,3990,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,string,118.9,ESE,string,1287.9,1267.9,CSQ,Jefferson,undefined,Colorado Repeater Association (CRA),CCARC,string,Off-Air,Fort Collins to Colorado Springs.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,string,119.9,SW,string,146.76,146.16,88.5,Grand,undefined,Sinbad Desert ARC,UVHFS,string,On-Air,Moab and immediate surroundings.,undefined,undefined,8,undefined,undefined,undefined,undefined,http://www.sdarc.us/repeaters/bald.html,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,string,120.1,SW,string,449.1,444.1,107.2,Grand,undefined,Grand Mesa Repeater Association (GMRA),UVHFS,string,On-Air,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",8,undefined,undefined,undefined,107.2,undefined,RACES Wed. 1930 hours,GMRA Repeaters,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,120.3,E,string,449.8,444.8,123,Larimer,undefined,Estes Valley ARC,CCARC,string,On-Air,string,E-Power,625757,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.","Full-time to  
        146.68500 (N0FH) at Estes Park, CO .",undefined,undefined,ARES D-10: Thu at 19:00.,undefined,undefined,7268,undefined,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,string,120.8,E,string,445.05,440.05,string,Boulder,undefined,Rocky Mountain Ham Radio,CCARC,string,On-Air,Wide area,The DMR-MARC Worldwide Network,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,1,string,undefined,undefined,undefined,string,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1,1,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,120.8,E,string,447.75,442.75,141.3,Boulder,undefined,Rocky Mountain Ham Radio,CCARC,string,On-Air,undefined,undefined,undefined,undefined,string,141.3,undefined,undefined,undefined,undefined,3450,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,string,120.8,E,string,446.9875,441.9875,string,Boulder,undefined,Rocky Mountain Ham Radio,undefined,string,On-Air,undefined,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,undefined,undefined,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,7,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,string,120.8,E,string,447.975,442.975,107.2,Boulder,undefined,Colorado Repeater Association (CRA),CCARC,string,On-Air,Wide area: Boulder/Longmont area.,Closed autopatch.,undefined,undefined,undefined,107.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
224.02,-1.6,string,W0IA,"Boulder, Lee Hill",CO,OPEN,E,120.8,E,string,224.02,222.42,string,Boulder,undefined,Rocky Mtn VHF Soc,CCARC,string,On-Air,Denver metro area.,8,217336,undefined,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",undefined,undefined,undefined,RMVHS repeaters,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,120.8,E,string,145.46,144.86,107.2,Boulder,undefined,Colorado Repeater Association (CRA),CCARC,string,On-Air,Boulder/Denver Metro,"Closed autopatch, e-power.",347086,undefined,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",107.2,CRA VHF Link System,undefined,undefined,undefined,3990,undefined,Member-only IRLP and Echolink node,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,string,121.9,S,string,145.325,144.725,127.3,San Juan,undefined,undefined,CCARC,string,On-Air,undefined,Solar powered,undefined,undefined,undefined,undefined,undefined,undefined,http://www.sjcham.com,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,string,121.9,S,string,444,449,67,Huerfano,undefined,undefined,undefined,string,On-Air,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,http://www.sjcham.com,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,string,121.9,S,string,447.525,442.525,127.3,San Juan,undefined,KB5ITS,CCARC,string,On-Air,Wide area.,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,122.7,ESE,string,449.625,444.625,141.3,Jefferson,undefined,Rocky Mountain Ham Radio,CCARC,string,On-Air,undefined,E-power,undefined,undefined,undefined,141.3,undefined,undefined,undefined,undefined,3750,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1299.9,number,string,W0CDS,"Golden, Lookout Mountain",CO,OPEN,string,123,ESE,string,1299.9,1299.9,undefined,Jefferson,undefined,Colorado D-Star,undefined,string,On-Air,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Colorado D-Star,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.9625,-5,string,W0CDS,"Golden, Lookout Mountain",CO,OPEN,string,123,ESE,string,446.9625,441.9625,undefined,Jefferson,undefined,Colorado D-Star,CCARC,string,On-Air,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Colorado D-Star,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1283.9625,-20,string,W0CDS,"Golden, Lookout Mountain",CO,OPEN,string,123,ESE,string,1283.9625,1263.9625,undefined,Jefferson,undefined,Colorado D-Star,CCARC,string,On-Air,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Colorado D-Star,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,string,123,ESE,string,145.37,144.77,string,Jefferson,undefined,Rocky Mountain Ham Radio,CCARC,string,On-Air,undefined,undefined,undefined,See the website for programming information.,undefined,undefined,undefined,undefined,Rocky Mountain Ham Radio,undefined,undefined,undefined,undefined,string,7,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,string,123,S,string,147.375,147.975,156.7,San Juan,undefined,undefined,CCARC,string,On-Air,Wide area.,13,undefined,undefined,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",undefined,undefined,undefined,http://www.sjcham.com,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
